fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,type
7.1,0.46,0.2,1.9,77,28.0,54.0,9.956,3.37,0.64,red
7.1,0.46,0.2,1.9,77,28.0,54.0,9.956,3.37,0.64,red
7.9,765,0.0,2.0,84,9.0,22.0,99.619,3.33,0.68,red
8.7,0.63,0.28,2.7,96,17.0,69.0,99.734,3.26,0.63,red
7.0,0.42,0.19,2.3,71,18.0,36.0,99.476,3.39,0.56,red
11.3,0.37,0.5,1.8,0.09,20.0,47.0,99.734,3.15,0.57,red
7.1,0.16,0.44,2.5,68,17.0,31.0,99.328,3.35,0.54,red
8.0,0.6,0.08,2.6,56,3.0,7.0,99.286,3.22,0.37,red
7.0,0.6,0.3,4.5,68,20.0,110.0,99.914,3.3,1.17,red
7.0,0.6,0.3,4.5,68,20.0,110.0,99.914,3.3,1.17,red
7.6,0.74,0.0,1.9,0.1,6.0,12.0,99.521,3.36,0.59,red
8.2,635,0.1,2.1,73,25.0,60.0,99.638,3.29,0.75,red
5.9,395,0.13,2.4,56,14.0,28.0,99.362,3.62,0.67,red
7.5,755,0.0,1.9,84,6.0,12.0,99.672,3.34,0.49,red
8.2,635,0.1,2.1,73,25.0,60.0,99.638,3.29,0.75,red
6.6,0.63,0.0,4.3,93,51.0,77.5,99.558,3.2,0.45,red
6.6,0.63,0.0,4.3,93,51.0,77.5,99.558,3.2,0.45,red
7.2,0.53,0.14,2.1,64,15.0,29.0,99.323,3.35,0.61,red
5.7,0.6,0.0,1.4,63,11.0,18.0,99.191,3.45,0.56,red
7.6,1.58,0.0,2.1,137,5.0,9.0,99.476,3.5,0.4,red
5.2,645,0.0,2.15,0.08,15.0,28.0,99.444,3.78,0.61,red
6.7,0.86,0.07,2.0,0.1,20.0,57.0,99.598,3.6,0.74,red
9.1,0.37,0.32,2.1,64,4.0,15.0,99.576,3.3,0.8,red
8.0,0.28,0.44,1.8,81,28.0,68.0,99.501,3.36,0.66,red
7.6,0.79,0.21,2.3,87,21.0,68.0,9.955,3.12,0.44,red
7.5,0.61,0.26,1.9,73,24.0,88.0,99.612,3.3,0.53,red
9.7,0.69,0.32,2.5,88,22.0,91.0,9.979,3.29,0.62,red
6.8,0.68,0.09,3.9,68,15.0,29.0,99.524,3.41,0.52,red
9.7,0.69,0.32,2.5,88,22.0,91.0,9.979,3.29,0.62,red
7.0,0.62,0.1,1.4,71,27.0,63.0,996,3.28,0.61,red
7.5,0.61,0.26,1.9,73,24.0,88.0,99.612,3.3,0.53,red
6.5,0.51,0.15,3.0,64,12.0,27.0,9.929,3.33,0.59,red
8.0,1.18,0.21,1.9,83,14.0,41.0,99.532,3.34,0.47,red
7.0,0.36,0.21,2.3,86,20.0,65.0,99.558,3.4,0.54,red
7.0,0.36,0.21,2.4,86,24.0,69.0,99.556,3.4,0.53,red
7.5,0.63,0.27,2.0,83,17.0,91.0,99.616,3.26,0.58,red
5.4,0.74,0.0,1.2,41,16.0,46.0,99.258,04.01,0.59,red
9.9,0.44,0.46,2.2,91,10.0,41.0,99.638,3.18,0.69,red
7.5,0.63,0.27,2.0,83,17.0,91.0,99.616,3.26,0.58,red
9.1,0.76,0.68,1.7,414,18.0,64.0,99.652,2.9,1.33,red
9.7,0.66,0.34,2.6,94,12.0,88.0,99.796,3.26,0.66,red
5.0,0.74,0.0,1.2,41,16.0,46.0,99.258,04.01,0.59,red
9.1,0.34,0.42,1.8,58,9.0,18.0,99.392,3.18,0.55,red
9.1,0.36,0.39,1.8,0.06,21.0,55.0,99.495,3.18,0.82,red
6.7,0.46,0.24,1.7,77,18.0,34.0,9.948,3.39,0.6,red
6.7,0.46,0.24,1.7,77,18.0,34.0,9.948,3.39,0.6,red
6.7,0.46,0.24,1.7,77,18.0,34.0,9.948,3.39,0.6,red
6.7,0.46,0.24,1.7,77,18.0,34.0,9.948,3.39,0.6,red
6.5,0.52,0.11,1.8,73,13.0,38.0,9.955,3.34,0.52,red
7.4,0.6,0.26,2.1,83,17.0,91.0,99.616,3.29,0.56,red
7.4,0.6,0.26,2.1,83,17.0,91.0,99.616,3.29,0.56,red
7.8,0.87,0.26,3.8,107,31.0,67.0,99.668,3.26,0.46,red
8.4,0.39,0.1,1.7,75,6.0,25.0,99.581,03.09,0.43,red
9.1,775,0.22,2.2,79,12.0,48.0,9.976,3.18,0.51,red
7.2,835,0.0,2.0,166,4.0,11.0,99.608,3.39,0.52,red
6.6,0.58,0.02,2.4,69,19.0,40.0,99.387,3.38,0.66,red
6.0,0.5,0.0,1.4,57,15.0,26.0,99.448,3.36,0.45,red
6.0,0.5,0.0,1.4,57,15.0,26.0,99.448,3.36,0.45,red
6.0,0.5,0.0,1.4,57,15.0,26.0,99.448,3.36,0.45,red
7.5,0.51,0.02,1.7,84,13.0,31.0,99.538,3.36,0.54,red
7.5,0.51,0.02,1.7,84,13.0,31.0,99.538,3.36,0.54,red
7.5,0.51,0.02,1.7,84,13.0,31.0,99.538,3.36,0.54,red
7.6,0.54,0.02,1.7,85,17.0,31.0,99.589,3.37,0.51,red
7.5,0.51,0.02,1.7,84,13.0,31.0,99.538,3.36,0.54,red
11.5,0.42,0.48,2.6,77,8.0,20.0,99.852,03.09,0.53,red
8.2,0.44,0.24,2.3,63,10.0,28.0,99.613,3.25,0.53,red
6.1,0.59,0.01,2.1,56,5.0,13.0,99.472,3.52,0.56,red
7.2,655,0.03,1.8,78,7.0,12.0,99.587,3.34,0.39,red
7.2,655,0.03,1.8,78,7.0,12.0,99.587,3.34,0.39,red
6.9,0.57,0.0,2.8,81,21.0,41.0,99.518,3.41,0.52,red
9.0,0.6,0.29,2.0,69,32.0,73.0,99.654,3.34,0.57,red
7.2,0.62,0.01,2.3,65,8.0,46.0,99.332,3.32,0.51,red
7.6,645,0.03,1.9,86,14.0,57.0,9.969,3.37,0.46,red
7.6,645,0.03,1.9,86,14.0,57.0,9.969,3.37,0.46,red
7.2,0.58,0.03,2.3,77,7.0,28.0,99.568,3.35,0.52,red
6.1,0.32,0.25,1.8,86,5.0,32.0,99.464,3.36,0.44,red
6.1,0.34,0.25,1.8,84,4.0,28.0,99.464,3.36,0.44,red
7.3,0.43,0.24,2.5,78,27.0,67.0,99.648,3.6,0.59,red
7.4,0.64,0.17,5.4,168,52.0,98.0,99.736,3.28,0.5,red
11.6,475,0.4,1.4,91,6.0,28.0,99.704,03.07,0.65,red
9.2,0.54,0.31,2.3,112,11.0,38.0,99.699,3.24,0.56,red
8.3,0.85,0.14,2.5,93,13.0,54.0,99.724,3.36,0.54,red
11.6,475,0.4,1.4,91,6.0,28.0,99.704,03.07,0.65,red
8.0,0.83,0.27,2.0,0.08,11.0,63.0,99.652,3.29,0.48,red
7.2,605,0.02,1.9,96,10.0,31.0,995,3.46,0.53,red
7.8,0.5,0.09,2.2,115,10.0,42.0,9.971,3.18,0.62,red
7.3,0.74,0.08,1.7,94,10.0,45.0,99.576,3.24,0.5,red
6.9,0.54,0.3,2.2,88,9.0,105.0,99.725,3.25,1.18,red
8.0,0.77,0.32,2.1,79,16.0,74.0,99.656,3.27,0.5,red
6.6,0.61,0.0,1.6,69,4.0,8.0,99.396,3.33,0.37,red
8.7,0.78,0.51,1.7,415,12.0,66.0,99.623,3.0,1.17,red
7.5,0.58,0.56,3.1,153,5.0,14.0,99.476,3.21,01.03,red
8.7,0.78,0.51,1.7,415,12.0,66.0,99.623,3.0,1.17,red
7.7,0.75,0.27,3.8,0.11,34.0,89.0,99.664,3.24,0.45,red
6.8,815,0.0,1.2,267,16.0,29.0,99.471,3.32,0.51,red
7.2,0.56,0.26,2.0,83,13.0,100.0,99.586,3.26,0.52,red
8.2,885,0.2,1.4,86,7.0,31.0,9.946,3.11,0.46,red
5.2,0.49,0.26,2.3,0.09,23.0,74.0,9.953,3.71,0.62,red
7.2,0.45,0.15,2.0,78,10.0,28.0,99.609,3.29,0.51,red
7.5,0.57,0.02,2.6,77,11.0,35.0,99.557,3.36,0.62,red
7.5,0.57,0.02,2.6,77,11.0,35.0,99.557,3.36,0.62,red
6.8,0.83,0.09,1.8,74,4.0,25.0,99.534,3.38,0.45,red
8.0,0.6,0.22,2.1,0.08,25.0,105.0,99.613,3.3,0.49,red
8.0,0.6,0.22,2.1,0.08,25.0,105.0,99.613,3.3,0.49,red
7.1,755,0.15,1.8,107,20.0,84.0,99.593,3.19,0.5,red
8.0,0.81,0.25,3.4,76,34.0,85.0,99.668,3.19,0.42,red
7.4,0.64,0.07,1.8,0.1,8.0,23.0,9.961,3.3,0.58,red
7.4,0.64,0.07,1.8,0.1,8.0,23.0,9.961,3.3,0.58,red
6.6,0.64,0.31,6.1,83,7.0,49.0,99.718,3.35,0.68,red
6.7,0.48,0.02,2.2,0.08,36.0,111.0,99.524,3.1,0.53,red
6.0,0.49,0.0,2.3,68,15.0,33.0,99.292,3.58,0.59,red
8.0,0.64,0.22,2.4,94,5.0,33.0,99.612,3.37,0.58,red
7.1,0.62,0.06,1.3,0.07,5.0,12.0,9.942,3.17,0.48,red
8.0,0.52,0.25,2.0,78,19.0,59.0,99.612,3.3,0.48,red
6.4,0.57,0.14,3.9,0.07,27.0,73.0,99.669,3.32,0.48,red
8.6,685,0.1,1.6,92,3.0,12.0,99.745,3.31,0.65,red
8.7,675,0.1,1.6,0.09,4.0,11.0,99.745,3.31,0.65,red
7.3,0.59,0.26,2.0,0.08,17.0,104.0,99.584,3.28,0.52,red
7.0,0.6,0.12,2.2,83,13.0,28.0,9.966,3.52,0.62,red
7.2,0.67,0.0,2.2,68,10.0,24.0,9.956,3.42,0.72,red
7.9,0.69,0.21,2.1,0.08,33.0,141.0,9.962,3.25,0.51,red
7.9,0.69,0.21,2.1,0.08,33.0,141.0,9.962,3.25,0.51,red
7.6,0.3,0.42,2.0,52,6.0,24.0,9.963,3.44,0.82,red
7.2,0.33,0.33,1.7,61,3.0,13.0,996,3.23,1.1,red
8.0,0.5,0.39,2.6,82,12.0,46.0,9.985,3.43,0.62,red
7.7,0.28,0.3,2.0,62,18.0,34.0,9.952,3.28,0.9,red
8.2,0.24,0.34,5.1,62,8.0,22.0,9.974,3.22,0.94,red
6.0,0.51,0.0,2.1,64,40.0,54.0,995,3.54,0.93,red
8.1,0.29,0.36,2.2,48,35.0,53.0,995,3.27,01.01,red
6.0,0.51,0.0,2.1,64,40.0,54.0,995,3.54,0.93,red
6.6,0.96,0.0,1.8,82,5.0,16.0,9.936,3.5,0.44,red
6.4,0.47,0.4,2.4,71,8.0,19.0,9.963,3.56,0.73,red
8.2,0.24,0.34,5.1,62,8.0,22.0,9.974,3.22,0.94,red
9.9,0.57,0.25,2.0,104,12.0,89.0,9.963,03.04,0.9,red
10.0,0.32,0.59,2.2,77,3.0,15.0,9.994,3.2,0.78,red
6.2,0.58,0.0,1.6,65,8.0,18.0,9.966,3.56,0.84,red
10.0,0.32,0.59,2.2,77,3.0,15.0,9.994,3.2,0.78,red
7.3,0.34,0.33,2.5,64,21.0,37.0,9.952,3.35,0.77,red
7.8,0.53,0.01,1.6,77,3.0,19.0,995,3.16,0.46,red
7.7,0.64,0.21,2.2,77,32.0,133.0,9.956,3.27,0.45,red
7.8,0.53,0.01,1.6,77,3.0,19.0,995,3.16,0.46,red
7.5,0.4,0.18,1.6,79,24.0,58.0,9.965,3.34,0.58,red
7.0,0.54,0.0,2.1,79,39.0,55.0,9.956,3.39,0.84,red
6.4,0.53,0.09,3.9,123,14.0,31.0,9.968,3.5,0.67,red
8.3,0.26,0.37,1.4,76,8.0,23.0,9.974,3.26,0.7,red
8.3,0.26,0.37,1.4,76,8.0,23.0,9.974,3.26,0.7,red
7.7,0.23,0.37,1.8,46,23.0,60.0,9.971,3.41,0.71,red
7.6,0.41,0.33,2.5,78,6.0,23.0,9.957,3.3,0.58,red
7.8,0.64,0.0,1.9,72,27.0,55.0,9.962,3.31,0.63,red
7.9,0.18,0.4,2.2,49,38.0,67.0,996,3.33,0.93,red
7.4,0.41,0.24,1.8,66,18.0,47.0,9.956,3.37,0.62,red
7.6,0.43,0.31,2.1,69,13.0,74.0,9.958,3.26,0.54,red
5.9,0.44,0.0,1.6,42,3.0,11.0,9.944,3.48,0.85,red
6.1,0.4,0.16,1.8,69,11.0,25.0,9.955,3.42,0.74,red
10.2,0.54,0.37,15.4,214,55.0,95.0,100.369,3.18,0.77,red
10.2,0.54,0.37,15.4,214,55.0,95.0,100.369,3.18,0.77,red
10.0,0.38,0.38,1.6,169,27.0,90.0,99.914,3.15,0.65,red
6.8,915,0.29,4.8,0.07,15.0,39.0,99.577,3.53,0.54,red
7.0,0.59,0.0,1.7,52,3.0,8.0,996,3.41,0.47,red
7.3,0.67,0.02,2.2,72,31.0,92.0,99.566,3.32,0.68,red
7.2,0.37,0.32,2.0,62,15.0,28.0,9.947,3.23,0.73,red
7.4,785,0.19,5.2,94,19.0,98.0,99.713,3.16,0.52,red
6.9,0.63,0.02,1.9,78,18.0,30.0,99.712,3.4,0.75,red
6.9,0.58,0.2,1.75,58,8.0,22.0,99.322,3.38,0.49,red
7.3,0.67,0.02,2.2,72,31.0,92.0,99.566,3.32,0.68,red
7.4,785,0.19,5.2,94,19.0,98.0,99.713,3.16,0.52,red
6.9,0.63,0.02,1.9,78,18.0,30.0,99.712,3.4,0.75,red
6.8,0.67,0.0,1.9,0.08,22.0,39.0,99.701,3.4,0.74,red
6.9,0.58,0.01,1.9,0.08,40.0,54.0,99.683,3.4,0.73,red
7.2,0.38,0.31,2.0,56,15.0,29.0,99.472,3.23,0.76,red
7.2,0.37,0.32,2.0,62,15.0,28.0,9.947,3.23,0.73,red
7.8,0.32,0.44,2.7,104,8.0,17.0,99.732,3.33,0.78,red
6.6,0.58,0.02,2.0,62,37.0,53.0,99.374,3.35,0.76,red
7.6,0.49,0.33,1.9,74,27.0,85.0,99.706,3.41,0.58,red
11.7,0.45,0.63,2.2,73,7.0,23.0,99.974,3.21,0.69,red
6.5,0.9,0.0,1.6,52,9.0,17.0,99.467,3.5,0.63,red
6.0,0.54,0.06,1.8,0.05,38.0,89.0,99.236,3.3,0.5,red
7.6,0.49,0.33,1.9,74,27.0,85.0,99.706,3.41,0.58,red
8.4,0.29,0.4,1.7,67,8.0,20.0,99.603,3.39,0.6,red
7.9,0.2,0.35,1.7,54,7.0,15.0,99.458,3.32,0.8,red
6.4,0.42,0.09,2.3,54,34.0,64.0,99.724,3.41,0.68,red
6.2,785,0.0,2.1,0.06,6.0,13.0,99.664,3.59,0.61,red
6.8,0.64,0.03,2.3,75,14.0,31.0,99.545,3.36,0.58,red
6.9,0.63,0.01,2.4,76,14.0,39.0,99.522,3.34,0.53,red
6.8,0.59,0.1,1.7,63,34.0,53.0,9.958,3.41,0.67,red
6.8,0.59,0.1,1.7,63,34.0,53.0,9.958,3.41,0.67,red
7.3,0.48,0.32,2.1,62,31.0,54.0,99.728,3.3,0.65,red
6.7,01.04,0.08,2.3,67,19.0,32.0,99.648,3.52,0.57,red
7.3,0.48,0.32,2.1,62,31.0,54.0,99.728,3.3,0.65,red
7.3,0.98,0.05,2.1,61,20.0,49.0,99.705,3.31,0.55,red
10.0,0.69,0.11,1.4,84,8.0,24.0,99.578,2.88,0.47,red
6.7,0.7,0.08,3.75,67,8.0,16.0,99.334,3.43,0.52,red
7.6,0.35,0.6,2.6,73,23.0,44.0,99.656,3.38,0.79,red
6.1,0.6,0.08,1.8,71,14.0,45.0,99.336,3.38,0.54,red
9.9,0.5,0.5,13.8,205,48.0,82.0,100.242,3.16,0.75,red
5.3,0.47,0.11,2.2,48,16.0,89.0,99.182,3.54,0.88,red
9.9,0.5,0.5,13.8,205,48.0,82.0,100.242,3.16,0.75,red
5.3,0.47,0.11,2.2,48,16.0,89.0,99.182,3.54,0.88,red
7.1,875,0.05,5.7,82,3.0,14.0,99.808,3.4,0.52,red
8.2,0.28,0.6,3.0,104,10.0,22.0,99.828,3.39,0.68,red
5.6,0.62,0.03,1.5,0.08,6.0,13.0,99.498,3.66,0.62,red
8.2,0.28,0.6,3.0,104,10.0,22.0,99.828,3.39,0.68,red
7.2,0.58,0.54,2.1,114,3.0,9.0,99.719,3.33,0.57,red
8.1,0.33,0.44,1.5,42,6.0,12.0,99.542,3.35,0.61,red
6.8,0.91,0.06,2.0,0.06,4.0,11.0,99.592,3.53,0.64,red
7.0,655,0.16,2.1,74,8.0,25.0,99.606,3.37,0.55,red
6.8,0.68,0.21,2.1,0.07,9.0,23.0,99.546,3.38,0.6,red
6.0,0.64,0.05,1.9,66,9.0,17.0,99.496,3.52,0.78,red
5.6,0.54,0.04,1.7,49,5.0,13.0,9.942,3.72,0.58,red
6.2,0.57,0.1,2.1,48,4.0,11.0,99.448,3.44,0.76,red
7.1,0.22,0.49,1.8,39,8.0,18.0,99.344,3.39,0.56,red
5.6,0.54,0.04,1.7,49,5.0,13.0,9.942,3.72,0.58,red
6.2,0.65,0.06,1.6,0.05,6.0,18.0,99.348,3.57,0.54,red
7.7,0.54,0.26,1.9,89,23.0,147.0,99.636,3.26,0.59,red
6.4,0.31,0.09,1.4,66,15.0,28.0,99.459,3.42,0.7,red
7.0,0.43,0.02,1.9,0.08,15.0,28.0,99.492,3.35,0.81,red
7.7,0.54,0.26,1.9,89,23.0,147.0,99.636,3.26,0.59,red
6.9,0.74,0.03,2.3,54,7.0,16.0,99.508,3.45,0.63,red
6.6,895,0.04,2.3,68,7.0,13.0,99.582,3.53,0.58,red
6.9,0.74,0.03,2.3,54,7.0,16.0,99.508,3.45,0.63,red
7.5,725,0.04,1.5,76,8.0,15.0,99.508,3.26,0.53,red
7.8,0.82,0.29,4.3,83,21.0,64.0,99.642,3.16,0.53,red
7.3,585,0.18,2.4,78,15.0,60.0,99.638,3.31,0.54,red
6.2,0.44,0.39,2.5,77,6.0,14.0,99.555,3.51,0.69,red
7.5,0.38,0.57,2.3,106,5.0,12.0,99.605,3.36,0.55,red
6.7,0.76,0.02,1.8,78,6.0,12.0,996,3.55,0.63,red
6.8,0.81,0.05,2.0,0.07,6.0,14.0,99.562,3.51,0.66,red
7.5,0.38,0.57,2.3,106,5.0,12.0,99.605,3.36,0.55,red
7.1,0.27,0.6,2.1,74,17.0,25.0,99.814,3.38,0.72,red
7.9,0.18,0.4,1.8,62,7.0,20.0,9.941,3.28,0.7,red
6.4,0.36,0.21,2.2,47,26.0,48.0,99.661,3.47,0.77,red
7.1,0.69,0.04,2.1,68,19.0,27.0,99.712,3.44,0.67,red
6.4,0.79,0.04,2.2,61,11.0,17.0,99.588,3.53,0.65,red
6.4,0.56,0.15,1.8,78,17.0,65.0,99.294,3.33,0.6,red
6.9,0.84,0.21,4.1,74,16.0,65.0,99.842,3.53,0.72,red
6.9,0.84,0.21,4.1,74,16.0,65.0,99.842,3.53,0.72,red
6.1,0.32,0.25,2.3,71,23.0,58.0,99.633,3.42,0.97,red
6.5,0.53,0.06,2.0,63,29.0,44.0,99.489,3.38,0.83,red
7.4,0.47,0.46,2.2,114,7.0,20.0,99.647,3.32,0.63,red
6.6,0.7,0.08,2.6,106,14.0,27.0,99.665,3.44,0.58,red
6.5,0.53,0.06,2.0,63,29.0,44.0,99.489,3.38,0.83,red
6.9,0.48,0.2,1.9,82,9.0,23.0,99.585,3.39,0.43,red
6.1,0.32,0.25,2.3,71,23.0,58.0,99.633,3.42,0.97,red
6.8,0.48,0.25,2.0,76,29.0,61.0,9.953,3.34,0.6,red
6.0,0.42,0.19,2.0,75,22.0,47.0,99.522,3.39,0.78,red
6.7,0.48,0.08,2.1,64,18.0,34.0,99.552,3.33,0.64,red
6.8,0.47,0.08,2.2,64,18.0,38.0,99.553,3.3,0.65,red
7.1,0.53,0.07,1.7,71,15.0,24.0,9.951,3.29,0.66,red
7.9,0.29,0.49,2.2,96,21.0,59.0,99.714,3.31,0.67,red
7.1,0.69,0.08,2.1,63,42.0,52.0,99.608,3.42,0.6,red
6.6,0.44,0.09,2.2,63,9.0,18.0,99.444,3.42,0.69,red
6.1,705,0.1,2.8,81,13.0,28.0,99.631,3.6,0.66,red
7.2,0.53,0.13,2.0,58,18.0,22.0,99.573,3.21,0.68,red
8.0,0.39,0.3,1.9,74,32.0,84.0,99.717,3.39,0.61,red
6.6,0.56,0.14,2.4,64,13.0,29.0,99.397,3.42,0.62,red
7.0,0.55,0.13,2.2,75,15.0,35.0,9.959,3.36,0.59,red
6.1,0.53,0.08,1.9,77,24.0,45.0,99.528,3.6,0.68,red
5.4,0.58,0.08,1.9,59,20.0,31.0,99.484,3.5,0.64,red
6.2,0.64,0.09,2.5,81,15.0,26.0,99.538,3.57,0.63,red
7.2,0.39,0.32,1.8,65,34.0,60.0,99.714,3.46,0.78,red
6.2,0.52,0.08,4.4,71,11.0,32.0,99.646,3.56,0.63,red
7.4,0.25,0.29,2.2,54,19.0,49.0,99.666,3.4,0.76,red
6.7,855,0.02,1.9,64,29.0,38.0,99.472,3.3,0.56,red
11.1,0.44,0.42,2.2,64,14.0,19.0,99.758,3.25,0.57,red
8.4,0.37,0.43,2.3,63,12.0,19.0,9.955,3.17,0.81,red
6.5,0.63,0.33,1.8,59,16.0,28.0,99.531,3.36,0.64,red
7.0,0.57,0.02,2.0,72,17.0,26.0,99.575,3.36,0.61,red
6.3,0.6,0.1,1.6,48,12.0,26.0,99.306,3.55,0.51,red
11.2,0.4,0.5,2.0,99,19.0,50.0,99.783,3.1,0.58,red
7.4,0.36,0.3,1.8,74,17.0,24.0,99.419,3.24,0.7,red
7.1,0.68,0.0,2.3,87,17.0,26.0,99.783,3.45,0.53,red
7.1,0.67,0.0,2.3,83,18.0,27.0,99.768,3.44,0.54,red
6.3,0.68,0.01,3.7,103,32.0,54.0,99.586,3.51,0.66,red
7.3,735,0.0,2.2,0.08,18.0,28.0,99.765,3.41,0.6,red
6.6,855,0.02,2.4,62,15.0,23.0,99.627,3.54,0.6,red
7.0,0.56,0.17,1.7,65,15.0,24.0,99.514,3.44,0.68,red
6.6,0.88,0.04,2.2,66,12.0,20.0,99.636,3.53,0.56,red
6.6,855,0.02,2.4,62,15.0,23.0,99.627,3.54,0.6,red
6.9,0.63,0.33,6.7,235,66.0,115.0,99.787,3.22,0.56,red
7.8,0.6,0.26,2.0,0.08,31.0,131.0,99.622,3.21,0.52,red
7.8,0.6,0.26,2.0,0.08,31.0,131.0,99.622,3.21,0.52,red
7.8,0.6,0.26,2.0,0.08,31.0,131.0,99.622,3.21,0.52,red
7.2,695,0.13,2.0,76,12.0,20.0,99.546,3.29,0.54,red
7.2,695,0.13,2.0,76,12.0,20.0,99.546,3.29,0.54,red
7.2,695,0.13,2.0,76,12.0,20.0,99.546,3.29,0.54,red
6.7,0.67,0.02,1.9,61,26.0,42.0,99.489,3.39,0.82,red
6.7,0.16,0.64,2.1,59,24.0,52.0,99.494,3.34,0.71,red
7.2,695,0.13,2.0,76,12.0,20.0,99.546,3.29,0.54,red
7.0,0.56,0.13,1.6,77,25.0,42.0,99.629,3.34,0.59,red
6.2,0.51,0.14,1.9,56,15.0,34.0,99.396,3.48,0.57,red
6.4,0.36,0.53,2.2,0.23,19.0,35.0,9.934,3.37,0.93,red
6.4,0.38,0.14,2.2,38,15.0,25.0,99.514,3.44,0.65,red
7.3,0.69,0.32,2.2,69,35.0,104.0,99.632,3.33,0.51,red
6.0,0.58,0.2,2.4,75,15.0,50.0,99.467,3.58,0.67,red
5.6,0.31,0.78,13.9,74,23.0,92.0,99.677,3.39,0.48,red
7.5,0.52,0.4,2.2,0.06,12.0,20.0,99.474,3.26,0.64,red
8.0,0.3,0.63,1.6,81,16.0,29.0,99.588,3.3,0.78,red
6.2,0.7,0.15,5.1,76,13.0,27.0,99.622,3.54,0.6,red
6.8,0.67,0.15,1.8,118,13.0,20.0,9.954,3.42,0.67,red
6.2,0.56,0.09,1.7,53,24.0,32.0,99.402,3.54,0.6,red
7.4,0.35,0.33,2.4,68,9.0,26.0,9.947,3.36,0.6,red
6.2,0.56,0.09,1.7,53,24.0,32.0,99.402,3.54,0.6,red
6.1,715,0.1,2.6,53,13.0,27.0,99.362,3.57,0.5,red
6.2,0.46,0.29,2.1,74,32.0,98.0,99.578,3.33,0.62,red
6.7,0.32,0.44,2.4,61,24.0,34.0,99.484,3.29,0.8,red
7.2,0.39,0.44,2.6,66,22.0,48.0,99.494,3.3,0.84,red
7.5,0.31,0.41,2.4,65,34.0,60.0,99.492,3.34,0.85,red
5.8,0.61,0.11,1.8,66,18.0,28.0,99.483,3.55,0.66,red
7.2,0.66,0.33,2.5,68,34.0,102.0,99.414,3.27,0.78,red
6.6,725,0.2,7.8,73,29.0,79.0,9.977,3.29,0.54,red
6.3,0.55,0.15,1.8,77,26.0,35.0,99.314,3.32,0.82,red
5.4,0.74,0.09,1.7,89,16.0,26.0,99.402,3.67,0.56,red
6.3,0.51,0.13,2.3,76,29.0,40.0,99.574,3.42,0.75,red
6.8,0.62,0.08,1.9,68,28.0,38.0,99.651,3.42,0.82,red
6.2,0.6,0.08,2.0,0.09,32.0,44.0,9.949,3.45,0.58,red
5.9,0.55,0.1,2.2,62,39.0,51.0,99.512,3.52,0.76,red
6.3,0.51,0.13,2.3,76,29.0,40.0,99.574,3.42,0.75,red
5.9,645,0.12,2.0,75,32.0,44.0,99.547,3.57,0.71,red
6.0,0.31,0.47,3.6,67,18.0,42.0,99.549,3.39,0.66,red
7.0,0.27,0.36,20.7,45,45.0,170.0,1.001,3.0,0.45,white
6.3,0.3,0.34,1.6,49,14.0,132.0,994,3.3,0.49,white
8.1,0.28,0.4,6.9,0.05,30.0,97.0,9.951,3.26,0.44,white
7.2,0.23,0.32,8.5,58,47.0,186.0,9.956,3.19,0.4,white
7.2,0.23,0.32,8.5,58,47.0,186.0,9.956,3.19,0.4,white
8.1,0.28,0.4,6.9,0.05,30.0,97.0,9.951,3.26,0.44,white
6.2,0.32,0.16,7.0,45,30.0,136.0,9.949,3.18,0.47,white
7.0,0.27,0.36,20.7,45,45.0,170.0,1.001,3.0,0.45,white
6.3,0.3,0.34,1.6,49,14.0,132.0,994,3.3,0.49,white
8.1,0.22,0.43,1.5,44,28.0,129.0,9.938,3.22,0.45,white
8.1,0.27,0.41,1.45,33,11.0,63.0,9.908,2.99,0.56,white
8.6,0.23,0.4,4.2,35,17.0,109.0,9.947,3.14,0.53,white
7.9,0.18,0.37,1.2,0.04,16.0,75.0,992,3.18,0.63,white
6.6,0.16,0.4,1.5,44,48.0,143.0,9.912,3.54,0.52,white
8.3,0.42,0.62,19.25,0.04,41.0,172.0,1.2002,2.98,0.67,white
6.6,0.17,0.38,1.5,32,28.0,112.0,9.914,3.25,0.55,white
6.3,0.48,0.04,1.1,46,30.0,99.0,9.928,3.24,0.36,white
6.2,0.66,0.48,1.2,29,29.0,75.0,9.892,3.33,0.39,white
7.4,0.34,0.42,1.1,33,17.0,171.0,9.917,3.12,0.53,white
6.5,0.31,0.14,7.5,44,34.0,133.0,9.955,3.22,0.5,white
6.2,0.66,0.48,1.2,29,29.0,75.0,9.892,3.33,0.39,white
6.4,0.31,0.38,2.9,38,19.0,102.0,9.912,3.17,0.35,white
6.8,0.26,0.42,1.7,49,41.0,122.0,993,3.47,0.48,white
7.6,0.67,0.14,1.5,74,25.0,168.0,9.937,03.05,0.51,white
6.6,0.27,0.41,1.3,52,16.0,142.0,9.951,3.42,0.47,white
7.0,0.25,0.32,9.0,46,56.0,245.0,9.955,3.25,0.5,white
6.9,0.24,0.35,1.0,52,35.0,146.0,993,3.45,0.44,white
7.0,0.28,0.39,8.7,51,32.0,141.0,9.961,3.38,0.53,white
7.4,0.27,0.48,1.1,47,17.0,132.0,9.914,3.19,0.49,white
7.2,0.32,0.36,2.0,33,37.0,114.0,9.906,3.1,0.71,white
